site,bottom increment (cm),Mid Point Section (cm),Age for Midpoint of section estimated from rBacon model (yrbp),param,value,param,value,param,value,param,value,param,value,param,value,param,value,param,value,param,value,param,value,param,value,param,value,param,value,param,value,param,value
DB-03,40,38,2931.36086,bulk density (g/cm^3),0.115263471,%Nitrogen,1.4693,%Carbon,44.973,%Hydrogen,4.8978,C density (g/cm^3),0.051837441,Culmulative carbon mass (g/cm^2),1.713057039,Culmulative C mass (areal carbon mass/carbon stock) Kg C/m^71,17.13057039,Peat Accretion Rate averaged across entire core (cm/yr),0.010257678,Average carbon accumulation rate (g/cm^2/yr) ,0.000531732,Average carbon accumulation (g/m^2/yr),5.317317681,Accretion Rate Obtained using rBacon age-depth model (cmyr-1),0.01631691,Modelled Carbon accumulation rate (gcm-2yr-1),0.000845827,Modelled Carbon Accumulation rate (gm-2yr-1),8.458268591,Carbon Density (gcm-3),0.04822299,OM density (gcm-3),0.096445981
DB-03,44,42,3235.86607,bulk density (g/cm^3),0.171001461,%Nitrogen,1.4307,%Carbon,43.779,%Hydrogen,4.7874,C density (g/cm^3),0.07486273,Culmulative carbon mass (g/cm^2),2.012507957,Culmulative C mass (areal carbon mass/carbon stock) Kg C/m^72,20.12507957,Peat Accretion Rate averaged across entire core (cm/yr),0.010257678,Average carbon accumulation rate (g/cm^2/yr) ,0.000767918,Average carbon accumulation (g/m^2/yr),7.6791776,Accretion Rate Obtained using rBacon age-depth model (cmyr-1),0.01214186,Modelled Carbon accumulation rate (gcm-2yr-1),0.000908973,Modelled Carbon Accumulation rate (gm-2yr-1),9.089727817,Carbon Density (gcm-3),0.070000377,OM density (gcm-3),0.140000754
DB-03,48,46,3553.45005,bulk density (g/cm^3),0.165502557,%Nitrogen,1.7854,%Carbon,42.778,%Hydrogen,4.8616,C density (g/cm^3),0.070798684,Culmulative carbon mass (g/cm^2),2.154105324,Culmulative C mass (areal carbon mass/carbon stock) Kg C/m^73,21.54105324,Peat Accretion Rate averaged across entire core (cm/yr),0.010257678,Average carbon accumulation rate (g/cm^2/yr) ,0.00072623,Average carbon accumulation (g/m^2/yr),7.262300864,Accretion Rate Obtained using rBacon age-depth model (cmyr-1),0.012279045,Modelled Carbon accumulation rate (gcm-2yr-1),0.00086934,Modelled Carbon Accumulation rate (gm-2yr-1),8.693402227,Carbon Density (gcm-3),0.067161551,OM density (gcm-3),0.134323102
DB-03,50,49,3784.43755,bulk density (g/cm^3),0.11395179,%Nitrogen,1.6912,%Carbon,43.092,%Hydrogen,5.027,C density (g/cm^3),0.049104105,Culmulative carbon mass (g/cm^2),2.350521745,Culmulative C mass (areal carbon mass/carbon stock) Kg C/m^74,23.50521745,Peat Accretion Rate averaged across entire core (cm/yr),0.010257678,Average carbon accumulation rate (g/cm^2/yr) ,0.000503694,Average carbon accumulation (g/m^2/yr),5.036940902,Accretion Rate Obtained using rBacon age-depth model (cmyr-1),0.012383935,Modelled Carbon accumulation rate (gcm-2yr-1),0.000608102,Modelled Carbon Accumulation rate (gm-2yr-1),6.081020469,Carbon Density (gcm-3),0.046809643,OM density (gcm-3),0.093619286
DB-03,54,52,4005.3293,bulk density (g/cm^3),0.160691015,%Nitrogen,1.6447,%Carbon,41.993,%Hydrogen,4.7117,C density (g/cm^3),0.067478978,Culmulative carbon mass (g/cm^2),2.620437657,Culmulative C mass (areal carbon mass/carbon stock) Kg C/m^75,26.20437657,Peat Accretion Rate averaged across entire core (cm/yr),0.010257678,Average carbon accumulation rate (g/cm^2/yr) ,0.000692178,Average carbon accumulation (g/m^2/yr),6.92177616,Accretion Rate Obtained using rBacon age-depth model (cmyr-1),0.012757131,Modelled Carbon accumulation rate (gcm-2yr-1),0.000860838,Modelled Carbon Accumulation rate (gm-2yr-1),8.60838163,Carbon Density (gcm-3),0.062431557,OM density (gcm-3),0.124863114
DB-03,58,56,4304.53839,bulk density (g/cm^3),0.145991965,%Nitrogen,1.6405,%Carbon,42.341,%Hydrogen,4.7756,C density (g/cm^3),0.061814458,Culmulative carbon mass (g/cm^2),2.867695489,Culmulative C mass (areal carbon mass/carbon stock) Kg C/m^76,28.67695489,Peat Accretion Rate averaged across entire core (cm/yr),0.010257678,Average carbon accumulation rate (g/cm^2/yr) ,0.000634073,Average carbon accumulation (g/m^2/yr),6.340727929,Accretion Rate Obtained using rBacon age-depth model (cmyr-1),0.012942693,Modelled Carbon accumulation rate (gcm-2yr-1),0.000800046,Modelled Carbon Accumulation rate (gm-2yr-1),8.000455512,Carbon Density (gcm-3),0.057553398,OM density (gcm-3),0.115106795
DB-03,62,60,4586.45197,bulk density (g/cm^3),0.146557341,%Nitrogen,1.7218,%Carbon,44.5,%Hydrogen,4.9549,C density (g/cm^3),0.065218017,Culmulative carbon mass (g/cm^2),3.128567556,Culmulative C mass (areal carbon mass/carbon stock) Kg C/m^77,31.28567556,Peat Accretion Rate averaged across entire core (cm/yr),0.010257678,Average carbon accumulation rate (g/cm^2/yr) ,0.000668985,Average carbon accumulation (g/m^2/yr),6.689854038,Accretion Rate Obtained using rBacon age-depth model (cmyr-1),0.013522679,Modelled Carbon accumulation rate (gcm-2yr-1),0.000881922,Modelled Carbon Accumulation rate (gm-2yr-1),8.819223062,Carbon Density (gcm-3),0.059534446,OM density (gcm-3),0.119068893
DB-03,66,64,4898.29924,bulk density (g/cm^3),0.125986121,%Nitrogen,2.0703,%Carbon,46.4,%Hydrogen,4.7452,C density (g/cm^3),0.05845756,Culmulative carbon mass (g/cm^2),3.362397797,Culmulative C mass (areal carbon mass/carbon stock) Kg C/m^78,33.62397797,Peat Accretion Rate averaged across entire core (cm/yr),0.010257678,Average carbon accumulation rate (g/cm^2/yr) ,0.000599639,Average carbon accumulation (g/m^2/yr),5.996388187,Accretion Rate Obtained using rBacon age-depth model (cmyr-1),0.013199159,Modelled Carbon accumulation rate (gcm-2yr-1),0.000771591,Modelled Carbon Accumulation rate (gm-2yr-1),7.715906327,Carbon Density (gcm-3),0.049015934,OM density (gcm-3),0.098031869
DB-03,70,68,5181.97579,bulk density (g/cm^3),0.129927684,%Nitrogen,1.423,%Carbon,47.907,%Hydrogen,4.8504,C density (g/cm^3),0.062244456,Culmulative carbon mass (g/cm^2),3.61137562,Culmulative C mass (areal carbon mass/carbon stock) Kg C/m^79,36.1137562,Peat Accretion Rate averaged across entire core (cm/yr),0.010257678,Average carbon accumulation rate (g/cm^2/yr) ,0.000638484,Average carbon accumulation (g/m^2/yr),6.384835729,Accretion Rate Obtained using rBacon age-depth model (cmyr-1),0.012743344,Modelled Carbon accumulation rate (gcm-2yr-1),0.000793203,Modelled Carbon Accumulation rate (gm-2yr-1),7.932025122,Carbon Density (gcm-3),0.052335919,OM density (gcm-3),0.104671839
DB-03,74,72,5779.27075,bulk density (g/cm^3),0.135624543,%Nitrogen,2.1249,%Carbon,38.868,%Hydrogen,4.7245,C density (g/cm^3),0.052714548,Culmulative carbon mass (g/cm^2),3.82223381,Culmulative C mass (areal carbon mass/carbon stock) Kg C/m^80,38.2223381,Peat Accretion Rate averaged across entire core (cm/yr),0.010257678,Average carbon accumulation rate (g/cm^2/yr) ,0.000540729,Average carbon accumulation (g/m^2/yr),5.407288447,Accretion Rate Obtained using rBacon age-depth model (cmyr-1),0.0054527,Modelled Carbon accumulation rate (gcm-2yr-1),0.000287437,Modelled Carbon Accumulation rate (gm-2yr-1),2.874366134,Carbon Density (gcm-3),0.048101248,OM density (gcm-3),0.096202496
DB-03,78,76,6579.79873,bulk density (g/cm^3),0.166707816,%Nitrogen,2.2993,%Carbon,38.013,%Hydrogen,4.3724,C density (g/cm^3),0.063370642,Culmulative carbon mass (g/cm^2),4.075716379,Culmulative C mass (areal carbon mass/carbon stock) Kg C/m^81,40.75716379,Peat Accretion Rate averaged across entire core (cm/yr),0.010257678,Average carbon accumulation rate (g/cm^2/yr) ,0.000650036,Average carbon accumulation (g/m^2/yr),6.500356289,Accretion Rate Obtained using rBacon age-depth model (cmyr-1),0.004478998,Modelled Carbon accumulation rate (gcm-2yr-1),0.000283837,Modelled Carbon Accumulation rate (gm-2yr-1),2.838369791,Carbon Density (gcm-3),0.056752877,OM density (gcm-3),0.113505755
DB-03,82,80,7431.64911,bulk density (g/cm^3),0.121480643,%Nitrogen,1.5455,%Carbon,36.816,%Hydrogen,4.2271,C density (g/cm^3),0.044724313,Culmulative carbon mass (g/cm^2),4.254613632,Culmulative C mass (areal carbon mass/carbon stock) Kg C/m^82,42.54613632,Peat Accretion Rate averaged across entire core (cm/yr),0.010257678,Average carbon accumulation rate (g/cm^2/yr) ,0.000458768,Average carbon accumulation (g/m^2/yr),4.587675977,Accretion Rate Obtained using rBacon age-depth model (cmyr-1),0.003860426,Modelled Carbon accumulation rate (gcm-2yr-1),0.000172655,Modelled Carbon Accumulation rate (gm-2yr-1),1.726549025,Carbon Density (gcm-3),0.040215739,OM density (gcm-3),0.080431477
DB-03,86,84,8191.73986,bulk density (g/cm^3),0.137376187,%Nitrogen,1.6804,%Carbon,31.584,%Hydrogen,3.886,C density (g/cm^3),0.043388895,Culmulative carbon mass (g/cm^2),4.319696975,Culmulative C mass (areal carbon mass/carbon stock) Kg C/m^83,43.19696975,Peat Accretion Rate averaged across entire core (cm/yr),0.010257678,Average carbon accumulation rate (g/cm^2/yr) ,0.000445069,Average carbon accumulation (g/m^2/yr),4.450693044,Accretion Rate Obtained using rBacon age-depth model (cmyr-1),0.010583162,Modelled Carbon accumulation rate (gcm-2yr-1),0.000459192,Modelled Carbon Accumulation rate (gm-2yr-1),4.591917037,Carbon Density (gcm-3),0.040045234,OM density (gcm-3),0.080090468
DB-03,87.5,86.75,8479.65128,bulk density (g/cm^3),0.240134409,%Nitrogen,1.2151,%Carbon,20.857,%Hydrogen,2.7108,C density (g/cm^3),0.050084834,Culmulative carbon mass (g/cm^2),4.444909059,Culmulative C mass (areal carbon mass/carbon stock) Kg C/m^84,44.44909059,Peat Accretion Rate averaged across entire core (cm/yr),0.010257678,Average carbon accumulation rate (g/cm^2/yr) ,0.000513754,Average carbon accumulation (g/m^2/yr),5.137540863,Accretion Rate Obtained using rBacon age-depth model (cmyr-1),0.00936708,Modelled Carbon accumulation rate (gcm-2yr-1),0.000469149,Modelled Carbon Accumulation rate (gm-2yr-1),4.691486431,Carbon Density (gcm-3),0.008682712,OM density (gcm-3),0.017365425
